""
2,Ep,Airdate,Chaser,Contribution,Final Chase Result
12,101,6/12/18,Jenny Ryan,"£5,000 + () + £5,000 + ()",14/14 (0:40)
12,102,7/12/18,Mark Labbett,"£9,000 + £200 + () + £5,000",14/14 (0:08)
12,103,28/1/19,Mark Labbett,"£5,000 + £7,000 + () + £3,000",18/18 (0:18)
12,104,29/1/19,Jenny Ryan,"£5,000 + () + () + £1,000",16/16 (0:35)
12,105,30/1/19,Paul Sinha,"£10,000 + £10,000 + £5,000 + ()","20/16 ( 3 x £8,333 )"
12,106,1/2/19,Shaun Wallace,"() + £7,000 + () + £8,000",17/17 (0:26)
12,107,31/1/19,Anne Hegerty,"£5,000 + £3,000 + £1,000 + £2,000",21/21 (0:11)
12,108,4/2/19,Mark Labbett,"£6,000 + £8,000 + () + ()",14/14 (0:15)
12,109,5/2/19,Shaun Wallace,"£6,000 + () + () + £4,000","20/19 ( 2 x £5,000 )"
12,110,6/2/19,Anne Hegerty,"£4,000 + £2,000 + () + £5,000",13/13 (0:43)
12,111,7/2/19,Paul Sinha,"() + £7,000 + £8,000 + ()",18/18 (0:17)
12,112,8/2/19,Jenny Ryan,"() + () + () + £70,000","20/10 ( 1 x £70,000 )"
12,113,26/4/19,Mark Labbett,"() + () + £5,000 + £9,000","21/10 ( 2 x £7,000 )"
12,114,22/4/19,Paul Sinha,"() + () + () + £60,000",10/10 (0:56)
12,115,23/4/19,Anne Hegerty,"() + £8,000 + () + £1,000",15/15 (0:14)
12,116,1/1/19,Shaun Wallace,"£6,000 + £4,000 + £4,000 + £5,000","19/16 ( 4 x £4,750 )"
12,117,2/1/19,Jenny Ryan,"() + () + £4,000 + £4,000",15/15 (0:39)
12,118,3/1/19,Anne Hegerty,"() + £2,000 + £4,000 + £6,000",19/19 (0:24)
12,119,4/1/19,Mark Labbett,"£9,000 + £4,000 + £5,000 + £7,000",19/19 (0:17)
12,120,7/1/19,Paul Sinha,"() + () + () + £2,000",17/17 (0:04)
12,121,8/1/19,Shaun Wallace,"£3,000 + £4,000 + £3,000 + ()",12/12 (0:31)
12,122,9/1/19,Jenny Ryan,"£4,000 + () + £1,000 + £7,000",19/19 (0:18)
12,123,10/1/19,Anne Hegerty,"£8,000 + £6,000 + £4,000 + ()","23/19 ( 3 x £6,000 )"
12,124,11/1/19,Mark Labbett,"() + £6,000 + () + ()",13/13 (0:54)
12,125,14/1/19,Paul Sinha,"£2,000 + £4,000 + () + £4,000",16/16 (0:32)
12,126,15/1/19,Jenny Ryan,"£7,000 + () + £4,000 + £6,000","19/18 ( 3 x £5,666 )"
12,127,16/1/19,Anne Hegerty,"£6,000 + () + £4,000 + ()",13/13 (0:39)
12,128,17/1/19,Mark Labbett,"£4,000 + £5,000 + £5,000 + (-£2,000)",21/21 (0:10)
12,129,18/1/19,Shaun Wallace,"() + £25,000 + (-£2,000) + £2,000",14/14 (0:13)
12,130,21/1/19,Paul Sinha,"() + () + £6,000 + £4,000",13/13 (0:37)
12,131,22/1/19,Shaun Wallace,"£21,000 + £2,000 + £1,000 + ()","16/12 ( 3 x £8,000 )"
12,132,23/1/19,Anne Hegerty,"£6,000 + () + () + £4,000",12/12 (0:53)
12,133,24/1/19,Jenny Ryan,"£4,000 + £4,000 + () + £4,000",18/18 (0:33)
12,134,25/1/19,Mark Labbett,"£7,000 + £20,000 + £5,000 + £3,000","18/17 ( 4 x £8,750 )"
12,135,11/2/19,Anne Hegerty,() + (nominated) + () + () Lazaraus,15/15 (0:42)
12,136,12/2/19,Mark Labbett,"£5,000 + () + () + £1,000",14/14 (0:19)
12,137,13/2/19,Jenny Ryan,"£4,000 + () + () + £7,000",13/13 (0:22)
12,138,14/2/19,Shaun Wallace,"£3,000 + () + £6,000 + £6,000",15/15 (0:38)
12,139,15/2/19,Paul Sinha,"£7,000 + () + £6,000 + £10,000","21/17 ( 3 x £7,666 )"
12,140,18/2/19,Jenny Ryan,"£5,000 + £6,000 + () + £5,000","18/15 ( 3 x £5,333 )"
12,141,19/2/19,Anne Hegerty,"() + () + £4,000 + £5,000",14/14 (0:34)
12,142,20/2/19,Mark Labbett,"() + £300 + () + £6,000",11/11 (0:36)
12,143,21/2/19,Shaun Wallace,"£25,000 + () + () + (-£5,000)","18/17 ( 2 x £10,000 )"
12,144,22/2/19,Paul Sinha,"£5,000 + () + £6,000 + £3,000",18/18 (0:40)
12,145,25/2/19,Jenny Ryan,"() + () + £3,000 + £1,000",12/12 (0:57)
12,146,26/2/19,Paul Sinha,"£21,000 + £6,000 + £6,000 + £8,000",22/22 (0:05)
12,147,27/2/19,Anne Hegerty,"£6,000 + £4,000 + £6,000 + £4,000",20/20 (0:25)
12,148,28/2/19,Mark Labbett,"£1,000 + £3,000 + £36,000 + £6,000","19/15 ( 4 x £11,500 )"
12,149,1/3/19,Shaun Wallace,"() + £4,000 + £7,000 + ()",15/15 (0:28)
12,150,4/3/19,Anne Hegerty,"() + £5,000 + () + £6,000",10/10 (1:12)
12,151,5/3/19,Shaun Wallace,"() + £4,000 + £4,000 + (-£1,000)","14/10 ( 3 x £2,333 )"
12,152,6/3/19,Paul Sinha,"£1,000 + () + () + ()",11/11 (0:53)
12,153,8/3/19,Mark Labbett,"£3,000 + £1,000 + () + £66,000",16/16 (0:30)
12,154,18/3/19,Jenny Ryan,"£7,000 + £5,000 + £7,000 + ()","23/16 ( 3 x £6,333 )"
12,155,19/3/19,Anne Hegerty,"£7,000 + £5,000 + () + £4,000",13/13 (0:50)
12,156,20/3/19,Paul Sinha,"() + £6,000 + () + ()",11/11 (1:06)
12,157,22/3/19,Mark Labbett,"£7,000 + £2,000 + () + ()",12/12 (0:50)
12,158,25/3/19,Anne Hegerty,"£5,000 + £4,000 + () + ()",12/12 (0:45)
12,159,27/3/19,Mark Labbett,"£7,000 + £5,000 + £4,000 + £4,000","21/17 ( 4 x £5,000 )"
12,160,21/3/19,Paul Sinha,"£5,000 + () + () + £7,000",16/16 (0:32)
12,161,29/3/19,Shaun Wallace,"£4,000 + () + £1,000 + ()","14/13 ( 2 x £2,500 )"
12,162,8/4/19,Jenny Ryan,"£6,000 + £6,000 + () + £6,000","19/15 ( 3 x £6,000 )"
12,163,30/4/19,Shaun Wallace,"£5,000 + () + £3,000 + ()","18/14 ( 2 x £4,000 )"
12,164,12/4/19,Anne Hegerty,"£7,000 + £5,000 + £7,000 + ()",15/15 (0:38)
12,165,15/4/19,Anne Hegerty,"() + () + () + £7,000",14/14 (0:47)
12,166,21/9/20,Shaun Wallace,"£3,000 + £4,000 + £7,000 + £8,000","21/18 ( 4 x £5,500 )"
12,167,16/4/19,Paul Sinha,"£8,000 + £9,000 + £8,000 + £4,000","22/12 ( 4 x £7,250 )"
12,168,7/5/19,Jenny Ryan,"£5,000 + £6,000 + () + (-£2,000)","15/11 ( 3 x £3,000 )"
12,169,1/5/19,Anne Hegerty,"£7,000 + () + () + £6,000","12/11 ( 2 x £6,500 )"
12,170,16/5/19,Mark Labbett,"() + £4,000 + £4,000 + £7,000","19/12 ( 3 x £5,000 )"
13,1,7/3/19,Jenny Ryan,"£2,000 + £5,000 + () + -£1,000",14/14 (0:48)
13,2,28/3/19,Shaun Wallace,"£8,000 + £1,000 + £35,000 + £2,000",16/16 (0:36)
13,3,26/3/19,Jenny Ryan,"£4,000 + £6,000 + £40,000 + ()",18/18 (0:31)
13,4,9/4/19,Mark Labbett,"() + £2,000 + £5,000 + £6,000",16/16 (0:32)
13,5,10/4/19,Paul Sinha,"() + () + () + £4,000",12/12 (0:48)
13,6,11/4/19,Shaun Wallace,"() + () + £4,000 + £4,000",11/11 (1:05)
13,7,17/4/19,Mark Labbett,"() + £9,000 + £5,000 + ()",17/17 (0:31)
13,8,18/4/19,Jenny Ryan,"£2,000 + £6,000 + £3,000 + ()",17/17 (0:26)
13,9,19/4/19,Shaun Wallace,"() + £3,000 + () + £57,000",11/11 (0:56)
13,10,24/4/19,Jenny Ryan,"£3,000 + () + £5,000 + £7,000",19/19 (0:24)
13,11,25/4/19,Shaun Wallace,"() + () + £4,000 + ()",12/12 (0:46)
13,12,29/4/19,Jenny Ryan,"() + £3,000 + £4,000 + £1,000",13/13 (0:28)
13,13,2/5/19,Paul Sinha,"£8,000 + £7,000 + £37,000 + £5,000",19/19 (0:31)
13,14,3/5/19,Mark Labbett,() + () + () + () Lazarus,7/7 (1:32)
13,15,6/5/19,Paul Sinha,"£5,000 + () + £5,000 + ()",17/17 (0:07)
13,16,8/5/19,Mark Labbett,() + () + () + () Lazarus,11/11 (0:56)
13,17,9/5/19,Shaun Wallace,"£23,000 + £1,000 + () + £6,000",15/15 (0:31)
13,18,10/5/19,Anne Hegerty,"() + () + £2,000 + ()",10/10 (0:54)
13,19,13/5/19,Shaun Wallace,"() + £4,000 + () + £5,000",18/18 (0:11)
13,20,14/5/19,Anne Hegerty,"£2,000 + () + £4,000 + ()",11/11 (0:54)
13,21,15/5/19,Paul Sinha,"£9,000 + () + £1,000 + -£1,000",15/15 (0:16)
13,22,17/5/19,Jenny Ryan,"() + £7,000 + £1,000 + ()",11/11 (0:45)
13,23,12/10/20,Paul Sinha,"£9,000 + () + £7,000 + ()",16/16 (0:26)
13,24,23/9/20,Jenny Ryan,"() + £5,000 + () + £6,000",18/18 (0:15)
13,25,24/9/20,Mark Labbett,() + () + () + () Lazarus,15/15 (0:24)
13,26,25/9/20,Anne Hegerty,"£3,000 + () + £6,000 + ()",16/16 (0:17)
13,27,2/9/19,Paul Sinha,"£7,000 + £5,000 + () + £63,000","20/18 ( 3 x £25,000 )"
13,28,3/9/19,Shaun Wallace,"£4,000 + () + £5,000 + ()",13/13 (0:25)
13,29,4/9/19,Anne Hegerty,"£5,000 + () + () + ()",13/13 (0:15)
13,30,5/9/19,Jenny Ryan,"() + £7,000 + £5,000 + ()",18/18 (0:36)
13,31,6/9/19,Mark Labbett,"£5,000 + £2,000 + () + £6,000",16/16 (0:46)
13,32,9/9/19,Jenny Ryan,"() + £7,000 + () + ()",15/15 (0:48)
13,33,10/9/19,Shaun Wallace,"£5,000 + £6,000 + £6,000 + ()",13/13 (0:38)
13,34,11/9/19,Anne Hegerty,"() + £4,000 + () + ()",11/11 (1:09)
13,35,12/9/19,Mark Labbett,"£8,000 + () + () + ()","18/17 ( 1 x £8,000 )"
13,36,13/9/19,Paul Sinha,"£6,000 + £6,000 + £3,000 + £45,000",22/22 (0:00)
13,37,16/9/19,Shaun Wallace,"£5,000 + () + () + £6,000","19/17 ( 2 x £5,500 )"
13,38,17/9/19,Mark Labbett,"£8,000 + () + () + £8,000",18/18 (0:10)
13,39,18/9/19,Paul Sinha,"£5,000 + () + () + £1,000",11/11 (0:53)
13,40,19/9/19,Anne Hegerty,"() + () + () + £80,000",11/11 (1:04)
13,41,20/9/19,Jenny Ryan,"£6,000 + () + £6,000 + £5,000",18/18 (0:30)
13,42,27/9/19,Anne Hegerty,"() + £3,000 + £3,000 + £8,000",18/18 (0:20)
13,43,24/9/19,Jenny Ryan,"£6,000 + £6,000 + £4,000 + ()","20/17 ( 3 x £5,333.33 )"
13,44,25/9/19,Paul Sinha,"() + £4,000 + () + £2,000",11/11 (0:58)
13,45,26/9/19,Shaun Wallace,"£6,000 + () + () + £4,000",15/15 (0:12)
13,46,17/3/20,Mark Labbett,"£6,000 + () + £2,000 + ()",12/12 (0:30)
13,47,30/9/19,Paul Sinha,"£5,000 + () + £5,000 + ()",18/18 (0:17)
13,48,1/10/19,Shaun Wallace,"() + £3,000 + () + £8,000",17/17 (0:05)
13,49,2/10/19,Anne Hegerty,"() + () + £6,000 + ()","16/15 ( 1 x £6,000 )"
13,50,3/10/19,Mark Labbett,"£3,000 + () + () + ()",11/11 (0:30)
13,51,4/10/19,Jenny Ryan,"() + £6,000 + £5,000 + ()",14/14 (0:36)
13,52,7/10/19,Mark Labbett,"£7,000 + £5,000 + () + ()",16/16 (0:20)
13,53,8/10/19,Anne Hegerty,"() + £4,000 + £5,000 + £51,000",18/18 (0:33)
13,54,9/10/19,Jenny Ryan,"£8,000 + £4,000 + £4,000 + -£2,000",18/18 (0:15)
13,55,10/10/19,Shaun Wallace,"£5,000 + £6,000 + £6,000 + ()",14/14 (0:42)
13,56,11/10/19,Paul Sinha,"() + () + () + £1,000","17/13 ( 1 x £1,000 )"
13,57,14/10/19,Jenny Ryan,"£6,000 + £5,000 + £1,000 + ()",18/18 (0:07)
13,58,15/10/19,Mark Labbett,"£6,000 + £4,000 + £1,000 + £4,000","20/12 ( 4 x £3,750 )"
13,59,16/10/19,Shaun Wallace,"() + () + () + £7,000",12/12 (1:02)
13,60,17/10/19,Paul Sinha,"£5,000 + £6,000 + () + ()",14/14 (0:27)
13,61,18/10/19,Anne Hegerty,"£20,000 + () + () + £4,000",15/15 (0:23)
13,62,21/10/19,Mark Labbett,"£6,000 + £6,000 + £4,000 + £5,000",16/16 (0:24)
13,63,22/10/19,Jenny Ryan,"£6,000 + () + £6,000 + -£2,000",15/15 (0:32)
13,64,23/10/19,Shaun Wallace,"£7,000 + £4,000 + () + ()","18/15 ( 2 x £5,500 )"
13,65,24/10/19,Anne Hegerty,"£8,000 + () + () + ()",15/15 (0:43)
13,66,25/10/19,Paul Sinha,"() + () + () + £100,000",10/10 (0:53)
13,67,28/10/19,Paul Sinha,"£30,000 + £3,000 + £4,000 + £9,000",17/17 (0:20)
13,68,29/10/19,Mark Labbett,"() + () + £3,000 + £57,000",16/16 (0:42)
13,69,30/10/19,Anne Hegerty,"£6,000 + £7,000 + () + ()",17/17 (0:38)
13,70,31/10/19,Shaun Wallace,"£5,000 + () + £4,000 + £5,000",18/18 (0:19)
13,71,1/11/19,Jenny Ryan,"£5,000 + £5,000 + () + ()",12/12 (1:01)
13,72,4/11/19,Paul Sinha,"() + £2,000 + () + £5,000",13/13 (0:43)
13,73,5/11/19,Mark Labbett,"£4,000 + () + £8,000 + £6,000",18/18 (0:03)
13,74,6/11/19,Jenny Ryan,"£6,000 + () + () + £7,000",17/17 (0:14)
13,75,7/11/19,Anne Hegerty,"£6,000 + () + £4,000 + ()",18/18 (0:08)
13,76,8/11/19,Shaun Wallace,"£5,000 + £1,000 + £7,000 + £7,000","19/14 ( 4 x £5,000 )"
13,77,16/3/20,Jenny Ryan,"() + £4,000 + () + £5,000",12/12 (0:24)
13,78,23/9/19,Mark Labbett,"() + £7,000 + £5,000 + £63,000","17/13 ( 3 x £25,000 )"
13,79,18/3/20,Paul Sinha,"£9,000 + £5,000 + £4,000 + -£4,000",15/15 (0:39)
13,80,19/3/20,Anne Hegerty,"£7,000 + () + () + -£2,000",12/12 (0:41)
13,81,20/3/20,Shaun Wallace,"£3,000 + () + £7,000 + £5,000",11/11 (0:45)
13,82,5/11/20,Mark Labbett,"() + () + £6,000 + £5,000",16/16 (0:33)
13,83,1/9/20,Jenny Ryan,"£6,000 + () + £5,000 + £7,000","19/13 ( 3 x £6,000 )"
13,84,3/9/20,Shaun Wallace,"£4,000 + £5,000 + £5,000 + £4,000",12/12 (0:56)
13,85,2/9/20,Paul Sinha,"£5,000 + £4,000 + () + ()",17/17 (0:37)
13,86,4/9/20,Anne Hegerty,"£5,000 + () + £7,000 + ()",13/13 (0:42)
13,87,7/9/20,Shaun Wallace,"() +£200 +£3,000 + £4,000",13/13 (0:42)
13,88,11/9/20,Anne Hegerty,"() + £5,000 + £1,000 + £6,000",13/13 (0:57)
13,89,23/10/20,Paul Sinha,"£7,000 + £8,000 + () + £9,000","21/17 ( 3 x £8,000 )"
13,90,10/9/20,Jenny Ryan,"() + £3,000 + £7,000 + ()",11/11 (0:51)
13,91,8/9/20,Mark Labbett,"() + () + £8,000 + £6,000",13/13 (0:45)
13,92,14/9/20,Paul Sinha,"£24,000 + £7,000 + £7,000 + £3,000",13/13 (0:40)
13,93,15/9/20,Jenny Ryan,"£4,000 + () + () + £1",17/17 (0:03)
13,94,16/9/20,Shaun Wallace,"() + () + £4,000 + £5,000",10/10 (0:59)
13,95,17/9/20,Anne Hegerty,"() + £3,000 + () + ()",5/5 (1:39)
13,96,18/9/20,Mark Labbett,"£7,000 + £4,000 + () + ()","23/20 ( 2 x £5,500 )"
13,97,28/9/20,Jenny Ryan,"£4,000 + () + £8,000 + -£2,000","21/20 ( 3 x £3,333.33 )"
13,98,29/9/20,Anne Hegerty,"() + £4,000 + () + ()",12/12 (1:04)
13,99,30/9/20,Paul Sinha,"£5,000 + £6,000 + () + ()",17/17 (0:34)
13,100,1/10/20,Mark Labbett,"£8,000 + £6,000 + £3,000 + ()",20/20 (0:00)
13,101,2/10/20,Shaun Wallace,"£6,000 + £5,000 + () + ()",15/15 (0:13)
13,102,6/1/20,Mark Labbett,"£3,000 + £4,000 + £7,000 + £2,000",15/15 (0:37)
13,103,7/1/20,Jenny Ryan,"() + £5,000 + () + £4,000",16/16 (0:38)
13,104,8/1/20,Anne Hegerty,"£7,000 + () + £3,000 + ()","23/18 ( 2 x £5,000 )"
13,105,9/1/20,Shaun Wallace,"£5,000 + £4,000 + () + ()",15/15 (0:27)
13,106,5/10/20,Paul Sinha,"() + £4,000 + £7,000 + ()",14/14 (0:50)
13,107,13/1/20,Anne Hegerty,"£3,000 + () + () + ()",9/9 (1:19)
13,108,14/1/20,Shaun Wallace,"£3,000 + () + £3,000 + ()",9/9 (0:52)
13,109,15/1/20,Mark Labbett,"£8,000 + £6,000 + £5,000 + -£3,000",18/18 (0:22)
13,110,16/1/20,Paul Sinha,"() + £7,000 + () + £73,000","16/12 ( 2 x £40,000 )"
13,111,17/1/20,Jenny Ryan,"() + () + £6,000 + £5,000",13/13 (0:15)
13,112,20/1/20,Jenny Ryan,"£24,000 + () + () + -£4,000",12/12 (0:34)
13,113,21/1/20,Anne Hegerty,"£5,000 + £5,000 + () + £6,000",17/17 (0:05)
13,114,22/1/20,Mark Labbett,"£6,000 + £6,000 + £50 + ()","19/14 ( 3 x £4,016.67 )"
13,115,23/1/20,Paul Sinha,"£4,000 + () + £6,000 + ()",14/14 (0:21)
13,116,24/1/20,Shaun Wallace,"() + £3,000 + () + £57,000",15/15 (0:17)
13,117,27/1/20,Jenny Ryan,"() + () + £7,000 + £3,000","21/13 ( 2 x £5,000 )"
13,118,28/1/20,Anne Hegerty,"() + () + £4,000 + £4,000",16/16 (0:02)
13,119,29/1/20,Mark Labbett,"() + £37,000 + () + ()",14/14 (0:11)
13,120,30/1/20,Shaun Wallace,"£24,000 + £2,000 + () + ()",10/10 (1:16)
13,121,31/1/20,Paul Sinha,"() + () + £1,000 + ()",9/9 (0:59)
13,122,5/3/20,Mark Labbett,"£5,000 + £6,000 + () + ()",10/10 (1:10)
13,123,4/2/20,Paul Sinha,"() + () + () + £80,000",11/11 (0:45)
13,124,26/2/20,Shaun Wallace,"£6,000 + £7,000 + () + £5,000","18/17 ( 3 x £6,000 )"
13,125,6/2/20,Jenny Ryan,"£8,000 + £1,000 + £1,000 + £5,000",16/16 (0:33)
13,126,7/2/20,Anne Hegerty,"() + () + £5,000 + £5,000",14/14 (0:51)
13,127,10/2/20,Jenny Ryan,() + () + () + () Lazarus,10/10 (1:13)
13,128,11/2/20,Paul Sinha,"() + () + £8,000 + £7,000",13/13 (0:35)
13,129,14/10/20,Shaun Wallace,"£6,000 + () + () + £4,000",15/15 (0:18)
13,130,13/2/20,Mark Labbett,"£24,000 + £6,000 + () + ()",11/11 (0:53)
13,131,14/2/20,Anne Hegerty,"£7,000 + £8,000 + () + £6,000","23/14 ( 3 x £7,000 )"
13,132,17/2/20,Paul Sinha,"() + () + £8,000 + ()",20/20 (0:02)
13,133,18/2/20,Anne Hegerty,"£1,000 + () + £3,000 + £5,000",16/16 (0:35)
13,134,19/2/20,Jenny Ryan,"£7,000 + £300 + £5,000 + £4,000",18/18 (0:20)
13,135,20/2/20,Mark Labbett,"() + £35,000 + () + -£5,000","16/14 ( 2 x £15,000 )"
13,136,21/2/20,Shaun Wallace,"£4,000 + £4,000 + £5,000 + £2,000",15/15 (0:30)
13,137,24/2/20,Mark Labbett,"£30,000 + £7,000 + -£5,000 + £7,000",21/21 (0:08)
13,138,25/2/20,Jenny Ryan,"() + () + £7,000 + ()",15/15 (0:22)
13,139,5/2/20,Mark Labbett,"£22,000 + () + £5,000 + £5,000","21/13 ( 3 x £10,666.67 )"
13,140,27/2/20,Anne Hegerty,"() + £6,000 + () + £8,000",16/16 (0:16)
13,141,28/2/20,Paul Sinha,"£4,000 + £8,000 + () + ()",18/18 (0:05)
13,142,2/3/20,Jenny Ryan,"() + £4,000 + () + ()",12/12 (0:53)
13,143,1/1/20,Mark Labbett,"() + £2,000 + () + £4,000",11/11 (0:40)
13,144,2/1/20,Paul Sinha,"£6,000 + £4,000 + () + ()",13/13 (0:48)
13,145,3/3/20,Anne Hegerty,"£6,000 + £6,000 + () + £0","20/17 ( 3 x £4,000 )"
13,146,3/1/20,Jenny Ryan,"() + £3,000 + £9,000 + £68,000",15/15 (0:13)
13,147,4/3/20,Paul Sinha,"£6,000 + () + £5,000 + ()",15/15 (0:08)
13,148,3/2/20,Mark Labbett,"£8,000 + £1,000 + £5,000 + ()",16/16 (0:43)
13,149,6/3/20,Anne Hegerty,() + () + () + () Lazarus,10/10 (0:54)
13,150,10/1/20,Anne Hegerty,"£4,000 + £3,000 + () + £6,000",15/15 (0:09)
13,151,6/10/20,Anne Hegerty,"£4,000 + £6,000 + () + -£1,000",17/17 (0:37)
13,152,7/10/20,Mark Labbett,"£5,000 + £5,000 + £7,000 + ()","19/18 ( 3 x £5,666.67 )"
13,153,8/10/20,Jenny Ryan,"£7,000 + £5,000 + () + £2,000",15/15 (0:17)
13,154,,...,,
13,155,22/9/20,Anne Hegerty,"£7,000 + £4,000 + () + £6,000",20/20 (0:01)
13,156,13/10/20,Mark Labbett,"£30,000 + £5,000 + () + ()",13/13 (0:56)
13,157,12/2/20,Anne Hegerty,() + () + () + £241,8/8 (1:13)
13,158,15/10/20,Jenny Ryan,"() + £3,000 + £7,000 + -£1,000",19/19 (0:22)
13,159,16/10/20,Anne Hegerty,"() + £5,000 + () + £4,000",12/12 (0:48)
13,160,19/10/20,Mark Labbett,"() + £3,000 + () + ()",9/9 (1:14)
13,161,,...,,
13,162,21/10/20,Shaun Wallace,"£5,000 + () + () + £6,000",12/12 (0:23)
13,163,22/10/20,Anne Hegerty,"£6,000 + £8,000 + () + ()",14/14 (0:34)
13,164,9/9/20,Anne Hegerty,() + () + () + () Lazarus,16/16 (0:31)
13,165,26/10/20,Jenny Ryan,"£9,000 + £4,000 + £4,000 + £5,000","22/21 ( 4 x £5,500 )"
13,166,6/11/20,Paul Sinha,"() + £6,000 + £4,000 + £5,000",21/21 (0:04)
13,167,3/11/20,Mark Labbett,"£7,000 + £8,000 + £5,000 + -£4,000","17/13 ( 4 x £4,000 )"
13,168,29/10/20,Anne Hegerty,"£2,000 + () + () + ()",12/12 (0:58)
13,169,,...,,
13,170,2/11/20,Anne Hegerty,"() + () + £1,000 + £1,000",11/11 (0:45)
13,171,28/10/20,Mark Labbett,"£7,000 + £6,000 + () + ()",14/14 (0:41)
13,172,,...,,
13,173,,...,,
13,174,,...,,
13,175,9/11/20,Jenny Ryan,"£4,000 + £5,000 + £3,000 + ()",18/18 (0:04)
13,176,10/11/20,Paul Sinha,"£32,000 + £5,000 + £8,000 + ()",17/17 (0:28)
13,177,11/11/20,Shaun Wallace,"£4,000 + £3,000 + () + ()",12/12 (0:46)
13,178,12/11/20,Anne Hegerty,"£8,000 + £3,000 + £6,000 + ()",17/17 (0:28)
13,179,18/11/20,Jenny Ryan,"£5,000 + £5,000 + () + £50,000","23/16 ( 3 x £20,000 )"
13,180,16/11/20,Jenny Ryan,"£5,000 + () + £6,000 + ()",19/19 (0:14)
13,181,17/11/20,Shaun Wallace,"£6,000 + £4,000 + () + £50,000",14/14 (0:25)
13,182,13/11/20,Paul Sinha,"£9,000 + £7,000 + £7,000 + £6,000","22/18 ( 4 x £7,250 )"
13,183,19/11/20,Darragh Ennis,"£6,000 + £4,000 + () + ()",16/16 (0:07)
13,184,,...,,
13,185,23/11/20,...,,
13,186,24/11/20,...,,
13,187,,...,,
13,188,26/11/20,...,,
13,189,27/10/20,Shaun Wallace,"() + £28,000 + () + -£4,000",14/14 (0:03)
13,190,30/11/20,...,,
13,191,1/12/20,...,,
13,192,,...,,
13,193,20/10/20,Jenny Ryan,"£3,000 + () + £3,000 + £6,000",20/20 (0:08)
13,194,,...,,
13,195,,...,,
13,196,,...,,
13,197,9/10/20,Mark Labbett,"£5,000 + () + () + £6,000",18/18 (0:06)
13,198,,...,,
13,199,,...,,
13,200,30/10/20,Shaun Wallace,"£5,000 + () + £3,000 + £52,000",18/18 (0:19)
13,201,,...,,
13,202,,...,,
13,203,,...,,
13,204,,...,,
13,205,,...,,
13,206,,...,,
13,207,,...,,
13,208,,...,,
13,209,,...,,
13,210,,...,,
